Date,Sport,Event,Time,Additional details,Location,Closest Metro,LEFT,Start time,RIGHT,End time
August 2,BMX racing,M/W semis and finals,2000-2230,,Saint-Quentin-en-Yvelines BMX Stadium,Saint-Quentin-en-Yvelines (RER C),2000,20:00,2230,22:30
August 2,Boxing,W 57kg round of 32 or round of 16,1530-1810,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1810,18:10
August 2,Boxing,"M 51kg, M 80kg, M +92kg quarters",1530-1810,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1810,18:10
August 2,Boxing,W 57kg round of 32 or round of 16,2000-2240,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2240,22:40
August 2,Boxing,"M 51kg, M 80kg, M +92kg quarters",2000-2240,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2240,22:40
August 2,Tennis,"M singles semis, W singles bronze medal final",1200-1700,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
August 2,Tennis,"M singles semis, Mixed doubles gold medal final",1900-2330,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,2330,23:30
August 2,Tennis,M/Mixed doubles bronze medal final,1200-1700,Court Suzanne Lenglen,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
August 2,Table tennis,M/W singles semis,1000-1200,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1200,12:00
August 2,Table tennis,M/W singles semis,1330-1530,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1330,13:30,1530,15:30
August 2,Surfing,Reserve day,,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),,:,,:
August 2,Swimming,"M 100m fly, W 200m IM, W 800m free, Mixed 4x100m medley relay heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
August 2,Swimming,"M 50m free, W 200m back, M 200m IM finals, M 100m fly, W 200m IM semis",2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
August 2,Football,Quarters (4 matches) - men's,1500-0000,,Multiple locations - check official documentation,,1500,15:00,0000,00:00
August 2,Sailing,"M/W windsurfing medal series, M/W/Mixed dinghy",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
August 2,Archery,Mixed team eliminations,0930-1205,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1205,12:05
August 2,Archery,Mixed team medal rounds,1415-1725,,La Defense Arena (tentative),Puteaux (Metro 1),1415,14:15,1725,17:25
August 2,Shooting,25m pistol qualification - women's,0900-1400,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1400,14:00
August 2,Shooting,50m rifle 3 pos. finals - women's,0930-1050,,La Courneuve Shooting Range,La Courneuve (Metro 13),0930,09:30,1050,10:50
August 2,Shooting,Skeet qualification day 1 - men's,0900-1400,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1400,14:00
August 2,Volleyball,Preliminary round - men's,0900-1130,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,1130,11:30
August 2,Volleyball,Preliminary round - men's,1300-1530,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1530,15:30
August 2,Volleyball,Preliminary round - men's,1700-1930,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1700,17:00,1930,19:30
August 2,Volleyball,Preliminary round - men's,2100-2330,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),2100,21:00,2330,23:30
August 2,Fencing,"M épée team through semis, placement matches",1200-1730,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1200,12:00,1730,17:30
August 2,Fencing,Épée team medal finals - men's,1930-2140,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1930,19:30,2140,21:40
August 2,Golf,Golf round 2 - men's,0900-1800,,Golf National,Guyancourt (RER C),0900,09:00,1800,18:00
August 2,Beach volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
August 2,Beach volleyball,M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
August 2,Beach volleyball,M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
August 2,Equestrian,Jumping team final,1400-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1400,14:00,1630,16:30
August 2,Basketball (Group),Group phase (2 matches) - men's,1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
August 2,Basketball (Group),Group phase (1 match) - men's,1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
August 2,Basketball (Group),Group phase (1 match) - men's,2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
August 2,Basketball 3X3,M/W pool round (4 matches),0900-1100,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),0900,09:00,1100,11:00
August 2,Basketball 3X3,M/W pool round (4 matches),1230-1430,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1230,12:30,1430,14:30
August 2,Basketball 3X3,M/W pool round (4 matches),1730-1930,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1730,17:30,1930,19:30
August 2,Basketball 3X3,M/W pool round (4 matches),2100-2300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2100,21:00,2300,23:00
August 2,Trampoline gymnastics,Final - women's (specify sport if needed),1200-1430,,Bercy Arena,Bercy (Metro 6),1200,12:00,1430,14:30
August 2,Trampoline gymnastics,Final - men's,1800-2030,,Bercy Arena,Bercy (Metro 6),1800,18:00,2030,20:30
August 3,Canoe slalom,M/W kayak cross single Round 1 and repechage,1530-1915,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1915,19:15
August 3,Rowing,"W single sculls, M single sculls finals C/B and medal final, W eight, M eight medal final",0930-1140,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1140,11:40
August 3,Judo,"Mixed team elimination rounds, repechage, semis",0800-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),0800,08:00,1400,14:00
August 3,Judo,Mixed team medal rounds,1600-1900,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
August 3,Hockey,Pool stage (2 matches) - women's,1000-1500,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
August 3,Hockey,Pool stage (2 matches) - women's,1030-1530,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1030,10:30,1530,15:30
August 3,Hockey,Pool stage (2 matches) - women's,1700-2200,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
August 3,Handball,Preliminaries (2 matches) - women's,0900-1230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
August 3,Handball,Preliminaries (2 matches) - women's,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
August 3,Handball,Preliminaries (2 matches) - women's,1900-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
August 3,Badminton,W singles quarters; W doubles medal matches,0830-1300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1300,13:00
August 3,Badminton,W singles quarters; W doubles medal matches,1500-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1500,15:00,1730,17:30
August 3,Athletics,Decathlon 110m hurdles - men's,1005,,Stade de France,Stade de France - Saint-Denis (RER D),1005,10:05,1005,10:05
August 3,Athletics,Pole vault qualification - men's,1010,,Stade de France,Stade de France - Saint-Denis (RER D),1010,10:10,1010,10:10
August 3,Athletics,100m preliminary round - men's,1035,,Stade de France,Stade de France - Saint-Denis (RER D),1035,10:35,1035,10:35
August 3,Athletics,Decathlon discus throw A - men's,1055,,Stade de France,Stade de France - Saint-Denis (RER D),1055,10:55,1055,10:55
August 3,Athletics,800m repechage - women's,1110,,Stade de France,Stade de France - Saint-Denis (RER D),1110,11:10,1110,11:10
August 3,Athletics,100m round 1 - men's,1145,,Stade de France,Stade de France - Saint-Denis (RER D),1145,11:45,1145,11:45
August 3,Athletics,Decathlon discus throw B - men's,1200,,Stade de France,Stade de France - Saint-Denis (RER D),1200,12:00,1200,12:00
August 3,Athletics,Decathlon pole vault - men's,1340,,Stade de France,Stade de France - Saint-Denis (RER D),1340,13:40,1340,13:40
August 3,Athletics,Decathlon javelin throw A - men's,1910,,Stade de France,Stade de France - Saint-Denis (RER D),1910,19:10,1910,19:10
August 3,Athletics,1500m repechage - men's,1915,,Stade de France,Stade de France - Saint-Denis (RER D),1915,19:15,1915,19:15
August 3,Athletics,Shot put final - men's,1935,,Stade de France,Stade de France - Saint-Denis (RER D),1935,19:35,1935,19:35
August 3,Athletics,100m semis - women's,1950,,Stade de France,Stade de France - Saint-Denis (RER D),1950,19:50,1950,19:50
August 3,Athletics,Decathlon javelin throw B - men's,2010,,Stade de France,Stade de France - Saint-Denis (RER D),2010,20:10,2010,20:10
August 3,Athletics,Triple jump final - women's,2020,,Stade de France,Stade de France - Saint-Denis (RER D),2020,20:20,2020,20:20
August 3,Athletics,Mixed 4x400m relay final,2055,,Stade de France,Stade de France - Saint-Denis (RER D),2055,20:55,2055,20:55
August 3,Athletics,100m final - women's,2120,,Stade de France,Stade de France - Saint-Denis (RER D),2120,21:20,2120,21:20
August 3,Athletics,Decathlon 1500m final - men's,2145,,Stade de France,Stade de France - Saint-Denis (RER D),2145,21:45,2145,21:45
August 3,Boxing,"W 50kg, W 66kg, M 57kg, M 71kg quarters, W 60kg semis",1530-1755,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1755,17:55
August 3,Boxing,"W 50kg, W 66kg, M 57kg, M 71kg quarters, W 60kg semis",2000-2225,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2225,22:25
August 3,Football,Quarters (4 matches) - women's,1500-0000,,Multiple locations - check official documentation,,1500,15:00,0000,00:00
August 3,Sailing,"M/W/Mixed dinghy, Mixed multihull",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
August 3,Archery,Individual eliminations; Individual medal rounds - women's,0930-1115,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1115,11:15
August 3,Archery,Individual eliminations; Individual medal rounds - women's,1300-1520,,La Defense Arena (tentative),Puteaux (Metro 1),1300,13:00,1520,15:20
August 3,Shooting,25m pistol finals - women's,0930-1050,,#N/A,#N/A,0930,09:30,1050,10:50
August 3,Shooting,Skeet qualification day 1 - women's,0900-1705,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),0900,09:00,1705,17:05
August 3,Swimming,"W 50m free, M 1500m free, M 4x100m medley relay, W 4x100m medley relay heats",1100-1300,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1100,11:00,1300,13:00
August 3,Table tennis,Singles medal finals - women's,1330-1600,,La Courneuve Shooting Range,La Courneuve (Metro 13),1330,13:30,1600,16:00
August 3,Volleyball,Preliminary round - women's,0900-1130,,Château de Versailles,Versailles Château - Rive Gauche (RER C),0900,09:00,1130,11:30
August 3,Volleyball,Preliminary round - women's,1300-1530,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1300,13:00,1530,15:30
August 3,Shooting,Skeet qualification day 2 and finals - men's,0900-1705,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),0900,09:00,1705,17:05
August 3,Swimming,"M 100m fly final, W 50m free semis, W 200m IM, W 800m free, Mixed 4x100m medley relay finals",2030-2230,,Grand Palais Éphémère,"Champs-Élysées - Clemenceau (Metro 1, closed during Olympics)",2030,20:30,2230,22:30
August 3,Tennis,"M singles bronze medal final, W singles, M doubles gold medal finals",1200-1900,Court Philippe Chartrier,Grand Palais Éphémère,"Champs-Élysées - Clemenceau (Metro 1, closed during Olympics)",1200,12:00,1900,19:00
August 3,Volleyball,Preliminary round - men's,1700-1930,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1700,17:00,1930,19:30
August 3,Volleyball,Preliminary round - men's,2100-2330,,Château de Versailles,Versailles Château - Rive Gauche (RER C),2100,21:00,2330,23:30
August 3,Water polo,Preliminary round (2 matches) - men's,1030-1330,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1030,10:30,1330,13:30
August 3,Water polo,Preliminary round (2 matches) - men's,1500-1800,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1500,15:00,1800,18:00
August 3,Water polo,Preliminary round (2 matches) - men's,1930-2230,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1930,19:30,2230,22:30
August 3,Fencing,"Sabre team through semis, placement matches - women's",1130-1700,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1130,11:30,1700,17:00
August 3,Fencing,Sabre team medal finals - women's,1900-2110,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1900,19:00,2110,21:10
August 3,Golf,Golf round 3 - men's,0900-1800,,Golf National,Guyancourt (RER C),0900,09:00,1800,18:00
August 3,Beach volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
August 3,Beach volleyball,M/W preliminary phase or lucky loser round (3 matches),1600-1900,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1600,16:00,1900,19:00
August 3,Beach volleyball,M/W lucky loser round (3 matches),2100-0000,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2100,21:00,0000,00:00
August 3,Equestrian,Dressage Grand Prix Special team final,1000-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1000,10:00,1630,16:30
August 3,Road cycling,Road race - men's,1100-1815,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1815,18:15
August 3,Reserve day,Surfing,,,Château de Versailles,Versailles Château - Rive Gauche (RER C),,:,,:
August 3,Artistic gymnastics,"M floor, W vault, M pommel horse finals",1530-1800,,Bercy Arena,Bercy (Metro 6),1530,15:30,1800,18:00
August 3,Basketball (Group),M/W group phase (2 matches),1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
August 3,Basketball (Group),M/W group phase (1 match),1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
August 3,Basketball (Group),M/W group phase (1 match),2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
August 3,Basketball 3X3,Pool round (4 matches) - women's,1730-1930,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1730,17:30,1930,19:30
August 3,Basketball 3X3,Play-in round (2 matches) - women's,2130-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2130,21:30,2230,22:30
August 4,Canoe slalom,M/W kayak cross single heats,1530-1725,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1725,17:25
August 4,Hockey,M quarters,1000-1500,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
August 4,Hockey,M quarters,1730-2230,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1730,17:30,2230,22:30
August 4,Badminton,M/W singles semis,0830-1300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1300,13:00
August 4,Badminton,Doubles medal matches - men's,1500-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1500,15:00,1730,17:30
August 4,Handball,Preliminaries - men's,0900-1230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
August 4,Handball,Preliminaries - men's,1400-1730,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
August 4,Handball,Preliminaries - men's,1900-2230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
August 4,Athletics,3000m steeplechase round 1 - women's,1005,,Stade de France,Stade de France - Saint-Denis (RER D),1005,10:05,1005,10:05
August 4,Athletics,Hammer throw qualification A - women's,1020,,Stade de France,Stade de France - Saint-Denis (RER D),1020,10:20,1020,10:20
August 4,Athletics,200m round 1 - women's,1055,,Stade de France,Stade de France - Saint-Denis (RER D),1055,10:55,1055,10:55
August 4,Athletics,Long jump qualification - men's,1100,,Stade de France,Stade de France - Saint-Denis (RER D),1100,11:00,1100,11:00
August 4,Athletics,Hammer throw qualification B - women's,1145,,Stade de France,Stade de France - Saint-Denis (RER D),1145,11:45,1145,11:45
August 4,Athletics,110m hurdles round 1 - men's,1150,,Stade de France,Stade de France - Saint-Denis (RER D),1150,11:50,1150,11:50
August 4,Athletics,400m hurdles round 1 - women's,1235,,Stade de France,Stade de France - Saint-Denis (RER D),1235,12:35,1235,12:35
August 4,Athletics,400m round 1 - men's,1905,,Stade de France,Stade de France - Saint-Denis (RER D),1905,19:05,1905,19:05
August 4,Athletics,High jump final - women's,1950,,Stade de France,Stade de France - Saint-Denis (RER D),1950,19:50,1950,19:50
August 4,Athletics,100m semis - men's,2000,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2000,20:00
August 4,Athletics,Hammer throw final - men's,2030,,Stade de France,Stade de France - Saint-Denis (RER D),2030,20:30,2030,20:30
August 4,Athletics,800m semis - women's,2035,,Stade de France,Stade de France - Saint-Denis (RER D),2035,20:35,2035,20:35
August 4,Athletics,1500m semifinals - men's,2110,,Stade de France,Stade de France - Saint-Denis (RER D),2110,21:10,2110,21:10
August 4,Athletics,100m final - men's,2150,,Stade de France,Stade de France - Saint-Denis (RER D),2150,21:50,2150,21:50
